"AID","Book-Author"
93058,"Hanne-Vibeke Holst"
93059,"William Greenleaf"
93060,"Paul Kozerski"
93061,"Gunilla Lindqvist"
93062,"Byrd Bayler"
93063,"Julia Church"
93064,"Edison Marshal"
93065,"Helen Singer Kaplan"
93066,"Willo Roberts"
93067,"Mark Novak"
93068,"Fernand Pouillon"
93069,"Norma Curtis"
93070,"Scot McKnight"
93071,"Tim Baker"
93072,"Joseph M. Re"
93073,"Anna J. Leider"
93074,"Jack Benny"
93075,"Les  Horn"
93076,"Rani King"
93077,"Mark W. Walker"
93078,"Karlyn Lotney"
93079,"Billy Mills"
93080,"Peter Browning"
93081,"Julie Ferris"
93082,"Kathleen Hand-Wheeler"
93083,"David Healy"
93084,"Robert Phillips"
93085,"Robert J. MacKenzie Ed.D."
93086,"Darcia LaBrosse"
93087,"Pat Dowling"
93088,"Tony Palmer"
93089,"Frank Attar"
93090,"Altonya Washington"
93091,"Ellen White"
93092,"Debbi Chocolate"
93093,"Patricia Mulrooney Eldred"
93094,"Carole Swann Meltzer"
93095,"Joseph Meehan"
93096,"Danette L. Nelson-Anderson"
93097,"Douglas Southall Freeman"
93098,"Beers &. Company Staff Warner"
93099,"Ralph Genovese"
93100,"Allessandro B. Chiulosi"
93101,"Cynthia W Cooke"
93102,"Daniel W. Barefoot"
93103,"Bob Gibbons"
93104,"Dept of the Interior"
93105,"Paavo Airola"
93106,"Duncan Jones"
93107,"DeLorme"
93108,"J. McIver Weatherford"
93109,"Elizabeth Shown Mills"
93110,"Eric Peter Nash"
93111,"Schama Simon"
93112,"Jay Boggis"
93113,"Desmond Walls Allen"
93114,"Mary B. Cassata"
93115,"Cali Canberra"
93116,"Stephen Jermanok"
93117,"Judith Wallerstein"
93118,"Steven W. Wise"
93119,"Katherine Bell"
93120,"D.B. Gilles"
93121,"Jess M. Brallier"
93122,"Brian Brooks"
93123,"Jeanne Whitehouse Peterson"
93124,"Esther Pearl Watson"
93125,"Marjorie Willison"
93126,"Anna  Van Evera"
93127,"William H. Colby"
93128,"Betsy Dexter"
93129,"Don Butcher"
93130,"Mitchell Silver"
93131,"Lena Romanoff"
93132,"Lawrence J. Epstein"
93133,"Karen A. Katz"
93134,"Rabbi Bernice K. Weiss"
93135,"David St. Vincent"
93136,"Sarah Rayne"
93137,"Leonard Weinglass"
93138,"George Black"
93139,"Harold Geneen"
93140,"Donald E. Dekieffer"
93141,"Kathryn Attalla"
93142,"Jason Wesco"
93143,"PATRICK FRENCH"
93144,"Dave Lowry"
93145,"Lawrence W. Cheek"
93146,"Tim Messick"
93147,"JULIE BAKER"
93148,"Jeannette Ferrary"
93149,"Evelyn Toynton"
93150,"Jon D. Olmstead"
93151,"Oswald Jacoby"
93152,"Mark H. Beers"
93153,"Janet R. Johnston"
93154,"David R. Goldmann"
93155,"Michele Siegel"
93156,"H Zim"
93157,"Jonathan, M.D. Miller"
93158,"ALFRED MASON AMADON"
93159,"J�?¼rgen Fliege"
93160,"Arthur Boze"
93161,"Robert Metz"
93162,"Myron Floren"
93163,"Hélie de Saint Marc"
93164,"Anne  Boe"
93165,"Janine Johnson"
93166,"Jerry Della Femina"
93167,"Harold Thomas Beck"
93168,"Arthur Naiman"
93169,"Sean Connery"
93170,"Theodosia Sideropoulos Spewock"
93171,"Dorothy H Cohen"
93172,"William Kristol"
93173,"Lin Murphy"
93174,"Helen Crampton"
93175,"Mara Reid Rogers"
93176,"F. Hartley"
93177,"C Lutes"
93178,"Arthur Acy Rouner"
93179,"Dorothee Soelle"
93180,"Syd Banks"
93181,"Betsy Ashton"
93182,"Jack Stonely"
93183,"David Peters"
93184,"Wallace Wallace"
93185,"Patrick Sheey"
93186,"Michael Bloom"
93187,"Pitigrilli"
93188,"Gudru Pausewang"
93189,"Manfred Kyber"
93190,"Paul, Dr. Coleman"
93191,"Sanjida Oconnell"
93192,"Vicki Stiefel"
93193,"Marshall J. Cook"
93194,"Ray Tex Brown"
93195,"Lynd Ward"
93196,"Moorings Little"
93197,"Robb White"
93198,"Pierre Seel"
93199,"William Naphy"
93200,"DK Publishing"
93201,"John M. Samson"
93202,"Richard Miniter"
93203,"Panos Karnezis"
93204,"Harold Fickett"
93205,"Eugene Pogany"
93206,"Michael Skakun"
93207,"Ivan Solotaroff"
93208,"Teri Hein"
93209,"Tim Madigan"
93210,"Eileen Gillooly"
93211,"Barbara N. Ekey"
93212,"Christine Pevitt"
93213,"Joe Cribb"
93214,"Ivor Baddiel"
93215,"Kelly Graves"
93216,"Rosemary Nicol"
93217,"Virginia Campbell Scott"
93218,"Kathryn Buckstaff"
93219,"Memphis Tennessee Garrison"
93220,"Josie Firmin"
93221,"Hana Volavkova"
93222,"DONALD L. CALDWELL"
93223,"Janet Palazzo Craig"
93224,"Jane Vecchio"
93225,"Brian K. Shipman"
93226,"Jay Halpern"
93227,"Deborah E. Lipstadt"
93228,"MARSHA ARNOLD"
93229,"David Watkins"
93230,"C. Vance Cast"
93231,"Thomas Sparrow"
93232,"Rona Beame"
93233,"Thomas J. Cutler"
93234,"Ann Fox"
93235,"Eddie  Kantar"
93236,"James Stoddard"
93237,"Barbara J. Wilson"
93238,"Avis D. Schorer"
93239,"Kathy Spahr"
93240,"Will Moses"
93241,"Linda Amster"
93242,"Beginners Bible"
93243,"Melissa G. Daly"
93244,"Clare Pastore"
93245,"Emma Jones"
93246,"Donald Vaughan"
93247,"John Rae"
93248,"Shakta Kaur Khalsa"
93249,"Barbara Soloff Levy"
93250,"Pat Stewart"
93251,"Charlotte Voake"
93252,"JOHN MCMANUS"
93253,"Rose A. Lewis"
93254,"Jo Hoestlandt"
93255,"Kathy Darling"
93256,"Kathyrn Lasky"
93257,"Martin Roper"
93258,"TRISHA R. THOMAS"
93259,"Micha Grynberg"
93260,"Steven M. Yedinak"
93261,"Joseph T. Ward"
93262,"Mike Richardson"
93263,"Gail Feichtinger"
93264,"Rev. John Shane"
93265,"John Newton Chance"
93266,"JEANNE BRASELTON"
93267,"Jerry Potter"
93268,"W.R. Philbrick"
93269,"Paul and Sharon Boorstin"
93270,"Pater Brennan"
93271,"Gerald Suster"
93272,"Michele Spence"
93273,"William Relling Jr"
93274,"Nick Sharman"
93275,"Alan Scholefield"
93276,"E. Litvinoff"
93277,"Alan Shrader"
93278,"William Valtos"
93279,"Clifford Mohr"
93280,"Jack Olesker"
93281,"Ejovi Nuwere"
93282,"Jennifer DeLuca"
93283,"Kate Chambers"
93284,"Raine Hollister"
93285,"Pargeter Margaret"
93286,"Mike Higgs"
93287,"Jane Harvey"
93288,"Lorentz Carlson"
93289,"Marika Hahn"
93290,"Adams Casey"
93291,"Pat Kramer"
93292,"Price Stern Sloan"
93293,"Rosie Wermert"
93294,"J. Ellen Dolce"
93295,"Susan Batko"
93296,"Ken Currie"
93297,"Carolyn Magner"
93298,"Lee Hough"
93299,"ann rule"
93300,"Sheryl  Lindsell-Roberts"
93301,"Lance  Walheim"
93302,"Barbara Monahan"
93303,"Margaret Paice"
93304,"Otto Coontz"
93305,"Jill Klevin"
93306,"James Deem"
93307,"Steven Charles"
93308,"Ellen Jamison"
93309,"Jill R. Klevin"
93310,"Judith Hollands"
93311,"Julie A. Peters"
93312,"Marie G. Lee"
93313,"Emily Marshall"
93314,"Jane Chambers"
93315,"Cindy Blakely"
93316,"Jeffrey Dinardo"
93317,"Aaron Shepard"
93318,"Tannis Vernon"
93319,"Jo Harper"
93320,"Diane  Dawson Hearn"
93321,"Marc Kornblatt"
93322,"Suzanne Aker"
93323,"Vince Jefferds"
93324,"Cathy E. Dubowski"
93325,"Barry Smith"
93326,"Elizabeth Macdonald"
93327,"Mary Q. Steele"
93328,"Harry A. Sutherland"
93329,"Niki Yektai"
93330,"Anne Schreiber"
93331,"Krista Quiner"
93332,"M. Jack Suggs"
93333,"Ulla Berkwicz"
93334,"Martinez Hewlett"
93335,"Kae McCullough"
93336,"John Mulligan"
93337,"John L. Somer"
93338,"James Hoffman"
93339,"Renee Cummings"
93340,"School Zone"
93341,"Instructional Fair"
93342,"Susan B. Weston"
93343,"Jill Downs"
93344,"Mark A. Munger"
93345,"Fran Gabino"
93346,"Irene I. Luethge"
93347,"Frank Larson"
93348,"Nancy Antle"
93349,"Joel Barr"
93350,"Caren Holtzman"
93351,"Kristine Franklin"
93352,"Kimberly Jordano"
93353,"Camilla Jessel"
93354,"R. Flanders"
93355,"Bernard St James"
93356,"Carol Edgarian"
93357,"Larry Stoller"
93358,"Barton Sutter"
93359,"L. R. Taylor"
93360,"Richard Stern"
93361,"Nell Newman"
93362,"Moody Adams"
93363,"Stephanie Golden"
93364,"Barbara Von Der Heydt"
93365,"Mel Heimer"
93366,"Gelareh Asayesh"
93367,"Alison Cole"
93368,"Linda Lazarides"
93369,"John Bonnett Wexo"
93370,"Jackie Kramer"
93371,"Stephen, Phd Kaplan"
93372,"Jackie Nink Pflug"
93373,"Linda P. Sandifer"
93374,"Royall"
93375,"Fela Dawson Scott"
93376,"John Hilton"
93377,"Mitch Frank"
93378,"Rashid Daif"
93379,"John Jr. Dilmore"
93380,"Earl Biggers"
93381,"Barbara Bradlyn Morris"
93382,"M. H. Davis"
93383,"Chris Angelilli"
93384,"Alison Page"
93385,"Mandy Cross"
93386,"Jan Markell"
93387,"Kendra Smiley"
93388,"Robert Llewellyn Jones"
93389,"S. Anthony Baron"
93390,"Earl Anthony"
93391,"Paolo D'Alession"
93392,"Roy Gilligan"
93393,"John D. Carr"
93394,"Michael Doane"
93395,"Carroll John Daly"
93396,"Gail Bowen"
93397,"Jeanne Hart"
93398,"Pirkko Saisio"
93399,"Paavo Haavikko"
93400,"Marja-Leena Mikkola"
93401,"Elliot Roosevelt"
93402,"Bischoff"
93403,"Michael Lindsay Williams"
93404,"Pamela Griffins"
93405,"Deborah Deford"
93406,"Laura Jane Coats"
93407,"Herbert F. Solow"
93408,"Fazil Iskander"
93409,"Mrs. Oliphant"
93410,"Myra Friedman"
93411,"Matt Feazell"
93412,"Peggy Beck"
93413,"I.F. Stone"
93414,"Joe Pierce"
93415,"Mikhail Aleksandrovich Sholokhov"
93416,"Inayat Khan"
93417,"Nossrat Peseschkian"
93418,"Gregg Doyel"
93419,"LEWIS GRASSIC GIBBON"
93420,"Evan Connell"
93421,"Leopold Sacher-Masoch"
93422,"Marshall Grover"
93423,"FRAN LEBOWITZ"
93424,"Hans W., Holzer"
93425,"Thomas McGuire"
93426,"Brian P Hall"
93427,"Ingrid Bacci Ph.D."
93428,"Fred Moramarco"
93429,"Wendy Kozol"
93430,"HILDA LEE DAIL"
93431,"Peter Prince"
93432,"Bob and Sleight, Steve Bond"
93433,"James K McNair"
93434,"Richard S. Lazarus"
93435,"Bruce L. Wilson"
93436,"Lytle W Robinson"
93437,"Jerre Gerlando Mangione"
93438,"Dave Weich"
93439,"Annette Tapert"
93440,"Walter Edwards, Houghton"
93441,"A. Lynn Berle"
93442,"Theophane"
93443,"Andrey Biely"
93444,"Allan C Fisher"
93445,"Robert L. Schrag"
93446,"George MacAulay Trevelyan"
93447,"Stephen T. Chang"
93448,"Michel Guerard"
93449,"William Romoser"
93450,"Charles Allen"
93451,"Havelock Ellis"
93452,"Groebner"
93453,"Jr. William D. Perreault"
93454,"Paul W. Kurtz"
93455,"Michael Robbins"
93456,"William Patrick Day"
93457,"Mary Fitt"
93458,"Yvonne Young Tarr"
93459,"Anna Larina"
93460,"Silas Weir Mitchell"
93461,"Edward Ricciuti"
93462,"Paul Dong"
93463,"Isabel Leighton"
93464,"David Obst"
93465,"Dan P. McAdams"
93466,"Muriel. Beadle"
93467,"William Peirce Randel"
93468,"Rachel Carr"
93469,"Robert Colwell"
93470,"Charles Reade"
93471,"Robert O Paxton"
93472,"Bass Nelson Estupinan"
93473,"Otelio S., Md. Randall"
93474,"James Saywell"
93475,"John L Allen"
93476,"Eberhard Jüngel"
93477,"Elena Bonner"
93478,"Patrick C. Walsh"
93479,"Sylvan Meyer"
93480,"Yvonne Daniel"
93481,"Prevention"
93482,"Tamaya Reid"
93483,"Tamaya"
93484,"Susan Ferraro"
93485,"Fiona MacMath"
93486,"John Anthony Scott"
93487,"Traci Mullins"
93488,"Nuevo Testamento"
93489,"Ben D. MacNeill"
93490,"Ruth Shick Montgomery"
93491,"E F Schumacher"
93492,"Gerald Howard"
93493,"Hubert Smith"
93494,"Charles E. Dole"
93495,"Nancy Bird"
93496,"David Lombardo"
93497,"Ronald J. Wanttaja"
93498,"David Bergamini"
93499,"Eileen Jeanette Lyttle Garrett"
93500,"H. Robert Morrison"
93501,"Milton Katselas"
93502,"Mike Lew"
93503,"Rosemary. Brown"
93504,"Anthony Alioto"
93505,"Sandra \\""Sandy Lynn\"" Lett"""
93506,"T.P. McElroy"
93507,"Henry Mazzeo"
93508,"Joseph H. Wherry"
93509,"Vermont Royster"
93510,"Carl Feere"
93511,"Ethel Spector Person"
93512,"Peter Kalellis"
93513,"Linda Miles"
93514,"Anthony J. Wilhelm"
93515,"Javiar Marias"
93516,"Gilbert Osofsky"
93517,"Millard Burr"
93518,"Bilquis Sheikh"
93519,"Bircher-Benner Klinik"
93520,"E. Richard Heineman"
93521,"William Howarth"
93522,"Frank Carrington"
93523,"Richard Croft"
93524,"Pamela Street"
93525,"Tom Melham"
93526,"Romulo A. Yanes"
93527,"Miriam Tlail"
93528,"Lao Russell"
93529,"Jeffrey M. Paige"
93530,"Sarah Rayner"
93531,"Paul Taylor"
93532,"Elizabeth Netedu Kuball"
93533,"Dorian Haarhoff"
93534,"Beatrice Trum. Hunter"
93535,"Anne Buckley"
93536,"Arthur Weinberg"
93537,"Jack Noble Carter"
93538,"B Traven"
93539,"Chi-Ming Tung"
93540,"JOHN WELWOOD"
93541,"Beverley Hilowitz"
93542,"Harry Elmer, Barnes"
93543,"George Dennison"
93544,"Marilyn L. Bach"
93545,"Alison Shaw"
93546,"Joel Rapp"
93547,"MacLennan"
93548,"Mary Jo McCabe"
93549,"Gareth L. Pawlowski"
93550,"William H. Hudson"
93551,"Denis Rogers"
93552,"Ranga Chand"
93553,"Sharon Ahern"
93554,"Ruth Levitt"
93555,"Chef Pampered"
93556,"J. Fisher"
93557,"I. Dart"
93558,"Donna Smyth"
93559,"Harry James Plumlee"
93560,"John L. Cook"
93561,"A. Avalon"
93562,"Roy Honegger"
93563,"Robin Williamson"
93564,"Judy Spencer"
93565,"Tokujiro Namikoshi"
93566,"P. D. Uspenskii"
93567,"Theodor Lawrence"
93568,"Rita G Springer"
93569,"Boardroom&S Experts &"
93570,"Joseph Lipari"
93571,"RENE DESCARTES"
93572,"Bradford Chambers"
93573,"Lucy Sanna"
93574,"Barry Rosen"
93575,"Mary V Borhek"
93576,"Götz Fehr"
93577,"Victor E. Villasenor"
93578,"Andrew Salkey"
93579,"Terry Sanford"
93580,"Jean and Mary Kohler"
93581,"Ralph Emerson, McGill"
93582,"Cynthia Ramsay"
93583,"Natl Geographic Soc. Staff"
93584,"Kenneth Browler"
93585,"William W. Larson"
93586,"Yevgeny Aleksandrovich Yevtushenko"
93587,"Margaret Klapthor"
93588,"Carey Kinsolving"
93589,"David Bennett"
93590,"Lucien Bianco"
93591,"Harriette Louisa Simpson Arnow"
93592,"Herbert V. Prochnow"
93593,"James Marti"
93594,"Carola Speads"
93595,"Rebecca Beguin"
93596,"Lois W Banner"
93597,"Norman Gelb"
93598,"Bob Newman"
93599,"K. Hom"
93600,"Robert C Alberts"
93601,"Hildegarde Hannum"
93602,"Pearl Bailey"
93603,"Anton Antonov-Ovseyenko"
93604,"George A. Radtke"
93605,"Feyerabend"
93606,"Kathleen. Whyte"
93607,"T. Obinkaram Echewa"
93608,"R. J. Lifton"
93609,"Thomas, Sir, Malory"
93610,"Ed Brandt"
93611,"JENNIFER FLEISCHNER"
93612,"Maria Orsi"
93613,"Ken Butti"
93614,"Marc Allen"
93615,"Yuzo Otsuka"
93616,"Rosa Praed"
93617,"M. B. Goffstein"
93618,"Henri, Troyat"
93619,"Lesley B. Simpson"
93620,"Jordan E. Goodman"
93621,"Barbara Westman"
93622,"Sheila Tobias"
93623,"Frank Emerson Andrews"
93624,"Fiona Cheong"
93625,"Alex Carroll"
93626,"Carol Neuls-Bates"
93627,"Sara Stein"
93628,"Alfred G. Martin"
93629,"Purdy                        Cl"
93630,"Deane Fons Heller"
93631,"Dennis Linn"
93632,"Sue MacY"
93633,"Nancy Tilly"
93634,"Anela Clubb"
93635,"Celia Bertin"
93636,"Norman Vincent, Dr Peale"
93637,"Lilli Lehmann"
93638,"Zsolt Harsanyi"
93639,"Eugene Mason"
93640,"Arthur Liebers"
93641,"DHYANI YWAHOO"
93642,"Cornelia Otis Skinner"
93643,"Herbert Butterfield"
93644,"Ronald M. Fisher"
93645,"Jose Mauro De Vasconcelos"
93646,"Mary Kratt"
93647,"Linda Johnsen"
93648,"John Philip Cohane"
93649,"Frank Robert, Donovan"
93650,"Thomas Pickering"
93651,"Joan C. Taylor"
93652,"Alice James"
93653,"Tadeusz Konwicki"
93654,"Marina Polvay"
93655,"M. Kay Martin"
93656,"Pat Welch"
93657,"Gretchell Gerzina"
93658,"John Scott"
93659,"C.D. James"
93660,"Margaret Bacon"
93661,"Harvey Jackins"
93662,"John Deforest"
93663,"Richard, MD Shames"
93664,"Litton"
93665,"J. Allan Hobson"
93666,"Chris Salewicz"
93667,"Sam B. Girgus"
93668,"Dorothy Canfield"
93669,"Thomas Dublin"
93670,"Menlo Park"
93671,"Raymond Carney"
93672,"Steven G Spruill"
93673,"Alan C Jenkins"
93674,"W. W. Sawyer"
93675,"Donald A. Wollheim"
93676,"Joan Shapiro"
93677,"New York"
93678,"Ian Shuttleworth"
93679,"Eça de Queirós"
93680,"Kornei Chukovsky"
93681,"Sherry A Rogers"
93682,"Gerard Hoffnung"
93683,"Katherine Harvey"
93684,"Don Bajema"
93685,"Fyodor Sologub"
93686,"Elsa Lanchester"
93687,"Rita Calvert"
93688,"Calel Perechodnik"
93689,"J.A.E. Curtis"
93690,"Phillip Hallie"
93691,"Belkis. Cuza Male"
93692,"Jean Craighead"
93693,"G.B. Edwards"
93694,"Mary Hill"
93695,"Oscar De Liso"
93696,"Hartmann Von Aue"
93697,"Magic Eye Inc."
93698,"James Sasse"
93699,"Kevin Ingram"
93700,"A. E. J Morris"
93701,"Sigrid M Shepard"
93702,"Dale McCormick"
93703,"Val Coleman"
93704,"Richard Fletcher"
93705,"Nancy Hunter Steiner"
93706,"Myles Harris"
93707,"Daniel K. Reif"
93708,"Marcia Moore"
93709,"Freda Morris"
93710,"Gary D. Branson"
93711,"Momatiuk"
93712,"E. H. Young"
93713,"Kazumi Yumoto"
93714,"G. Drozdov"
93715,"Carol Hoover"
93716,"James C. Ingram"
93717,"Cedric W Tilberg"
93718,"W.J. CASH"
93719,"Keiji Nakazawa"
93720,"Robin Laurance"
93721,"Olof Alexandersson"
93722,"A.E. Houseman"
93723,"Joan Lee Faust"
93724,"Frederic, Prokosch"
93725,"Phil Noyes"
93726,"James Quigley"
93727,"Nancy Woloch"
93728,"Ruth Cranston"
93729,"Evelyn Ruth Duvall"
93730,"Lois Fenton"
93731,"Boston : L"
93732,"W. Brugh Joy"
93733,"Murray Spiegel"
93734,"Laurence McKinney"
93735,"Ysenda Maxtone Graham"
93736,"J.J. Van Der Leeuw"
93737,"Degna Marconi"
93738,"Henning Nelms"
93739,"Maurice Samuel"
93740,"Randy Dayney"
93741,"Jim Graham"
93742,"Donna Simon"
93743,"Jack Snow"
93744,"Roberta Conlan"
93745,"Dionne Stevens"
93746,"Stanton, Ph.D Peele"
93747,"Samuel Marshak"
93748,"Richard Nelson"
93749,"Peter Steinblass"
93750,"Dorothy Jongeward"
93751,"D Nathan"
93752,"Priscilla Johnson McMillan"
93753,"Elaine Morgan"
93754,"Gerard Clarfield"
93755,"Oleh Lysheha"
93756,"Matilda Joslyn Gage"
93757,"Isaac B. Singer"
93758,"Stanton Peele"
93759,"Ian Michael"
93760,"Don Marsh"
93761,"Lewis Esson"
93762,"Sandra Kahn"
93763,"Miklowitz"
93764,"Onyx Madden"
93765,"Rhonda H. Kleiman"
93766,"JEREMY W. HAYWARD"
93767,"Dennis P. Hupchick"
93768,"Mary Halasz"
93769,"Peggy Goldstein"
93770,"Danny O. Crew"
93771,"Alex Gross"
93772,"Annette Harrison"
93773,"Myrna Kostash"
93774,"Deborah Dwork"
93775,"Rae Halpern"
93776,"John Fahey"
93777,"Thomas Fink"
93778,"Marilyn Suriani Futterman"
93779,"Angus K. Gillespie"
93780,"Paul Robert Magocsi"
93781,"Ann Walko"
93782,"Maria Savchyn Pyskir"
93783,"Maurice A. Randall"
93784,"Eddie Shapiro"
93785,"Graham Jones"
93786,"Michael Burger"
93787,"Lee Alan Dugatkin"
93788,"Paul W. Sherman"
93789,"Charles M. Frye"
93790,"Emil Artin"
93791,"Bert Monroy"
93792,"V. Childs"
93793,"Karl Von Frisch"
93794,"Craig A. Patchett"
93795,"Meredith Books"
93796,"William Wildschut"
93797,"Roslyn Epstein"
93798,"Annies Attic"
93799,"Nancy Harris"
93800,"V. Mark Durand"
93801,"Daniel L. Hartl"
93802,"Roland Davis"
93803,"Colin G. Calloway"
93804,"Eliot Cowan"
93805,"Reata Strickland"
93806,"Barry Dickman"
93807,"Linsay Knight"
93808,"Joyce Hifler"
93809,"Ronald Klug"
93810,"Deanna Edwards"
93811,"Phikkhu Khantipalo"
93812,"Germain Greer"
93813,"Lati Rinbochay"
93814,"Leslie L. Hunt"
93815,"Richard Rainbolt"
93816,"Frank McGuckin"
93817,"Peter A. Campbell"
93818,"Sharon Shavers Gayle"
93819,"Dorothea M Sachs"
93820,"Mystic Life"
93821,"Phyll Halldorson"
93822,"Hélène Gauthier-Chassé"
93823,"Jaye Carroll"
93824,"Kalia Lulow"
93825,"N.V. Smith"
93826,"Ilyasah Shabazz"
93827,"Larry Diangi"
93828,"Shoshanah Rabinovici"
93829,"Franz Loquai"
93830,"Heiko Engelkes"
93831,"Eric V. Lustbader"
93832,"Andrew Sarris"
93833,"J.A. Shears"
93834,"Philip Bashe"
93835,"Clay Caldwell"
93836,"Kathy Kincade"
93837,"Leslie C. Peltier"
93838,"Ray Crowther"
93839,"Steve Charney"
93840,"Antonio Muñoz Molina"
93841,"Jon Boorstin"
93842,"BIL HOLTON"
93843,"Kenneth D. Ackerman"
93844,"Deborah Garrison"
93845,"Whit Gibbons"
93846,"Rod Clement (Author & Illustrator)"
93847,"Bettie Youngs Bilicki"
93848,"Karl E. Wiegers"
93849,"Claudia Peck"
93850,"P. C. Braun"
93851,"Marilyn D Anderson"
93852,"Lon L. Emerick"
93853,"Elissa Snow"
93854,"Barron H. Lerner"
93855,"Sheldon, Md. Marks"
93856,"David G. Bostwick"
93857,"Carolyn D., Md. Runowicz"
93858,"Helen Mangum Fields"
93859,"Joe Franklin"
93860,"Robin D. Jones"
93861,"Peter Sichrovsky"
93862,"Heike Brandt"
93863,"Mechthild Brocke"
93864,"Norbert Potthoff"
93865,"J. Barnouin"
93866,"Evelyne Le Garrec"
93867,"Jacques Audiberti"
93868,"E. Bulwer Lytton"
93869,"Sylvia Peck"
93870,"David G. Rees"
93871,"Melissa Daly"
93872,"E. W Hildick"
93873,"Michael Streeter"
93874,"Wendy Stein"
93875,"Francesco D'Adamo"
93876,"Deborah H. Deford"
93877,"Juli Mahr"
93878,"Virginia E. Lang"
93879,"Susan  Sutherland"
93880,"Anastasia Suen"
93881,"Irving J. Sloan"
93882,"George Shaffner"
93883,"Ellen Lederman"
93884,"Joy Wellman"
93885,"Tom Patey"
93886,"Pat Loud"
93887,"Daniel Nagrin"
93888,"Valery Panov"
93889,"Marjorie Spock"
93890,"Elva Anson"
93891,"Larry Fornia"
93892,"Rich Cleveland"
93893,"Fabienne Fustec"
93894,"Paul Dorsey"
93895,"Paul D. Miller aka Dj Spooky that Subliminal Kid"
93896,"Nra Educational Foundation"
93897,"Colette Peters"
93898,"Robert Decker"
93899,"David Anthony Kraft"
93900,"Francis G. Howarth"
93901,"Leonard J Leff"
93902,"Bernard L. Hyink"
93903,"Robert L Heilbroner"
93904,"Horst De LA Croix"
93905,"Randy Bright"
93906,"Helke Sander"
93907,"Carles Feixa"
93908,"Janine Di Giovanni"
93909,"Dia Cha"
93910,"Phillip Hawthorn"
93911,"Laurence Boukobza"
93912,"Fran�?§oise Perrudin"
93913,"Pierre Bon"
93914,"Christine Lazier"
93915,"Sylvie Allemand-Baussier"
93916,"Rosamund Morris"
93917,"John"
93918,"Fernando Díaz Infante"
93919,"John R. Holum"
93920,"John E. Findling"
93921,"Albert E Bartz"
93922,"Allyn J. Washington"
93923,"Crump W. Baker"
93924,"Steven A.  LeDuc"
93925,"ISABELLA LEITNER"
93926,"Joann Davis"
93927,"Don Abel"
93928,"Michele Maltseff"
93929,"Sheila W. Valencia"
93930,"Malcolm Shepherd Knowles"
93931,"Kristin Visser"
93932,"Isobel Bennett"
93933,"Lucy Goodison"
93934,"Christine E. Collier"
93935,"Lin Sexton"
93936,"Pil Crauer"
93937,"G�?¼nter Peter Merker"
93938,"Malcolm Levitt"
93939,"E Lasker"
93940,"Andras Adorjan"
93941,"Aye Jaye"
93942,"D. GIBBONS"
93943,"Heidelore Kluge"
93944,"Eglal Errera"
93945,"Miriam Keyes"
93946,"Georg Friedrich Nikol"
93947,"Jockel Tschiersch"
93948,"Michael Miersch"
93949,"Paul Scheerbart"
93950,"Louisette Bertholle"
93951,"Marc A. Dorio"
93952,"Marion Grafin Donhoff"
93953,"Tutomu Takahashi"
93954,"Ines Schill"
93955,"Mario Giorgi"
93956,"APRIL HALPRIN WAYLAND"
93957,"David Wojnaroqicz"
93958,"Harry Gilbert"
93959,"McIver"
93960,"Herman Meville"
93961,"Marshall Jevons"
93962,"Carlos G Reigosa"
93963,"Carlos Pérez Merinero"
93964,"Nicolas Pages"
93965,"Liliane Jackson Braun"
93966,"Anne Bragance"
93967,"Dany Laferri�?¨re"
93968,"Montalban"
93969,"Catharine Clement"
93970,"James K. Van Fleet"
93971,"Nancy Abrams"
93972,"K VONNEGUT"
93973,"Plauto"
93974,"Broughton Coburn"
93975,"DAVID BALDACCI"
93976,"Jeff Fain"
93977,"Margaret Creal"
93978,"Phil Nuernberger"
93979,"Henry Martin"
93980,"Morris Philipson"
93981,"Virginia Hartman"
93982,"Sherry Thomas"
93983,"Joan Solomon Weiss"
93984,"Douglas Brooks"
93985,"Marina Snow"
93986,"Kathleen Weider Zoehfeld"
93987,"Virginia Schomp"
93988,"Barbara B. Smith"
93989,"Jean Z Liebenthal"
93990,"Friedrich Dieckmann"
93991,"Katrine von Hutten"
93992,"Ulrike Marie Meinhof"
93993,"Ren Volpe"
93994,"Rhonda Dicksion"
93995,"Charlotte Sophia Kasl"
93996,"Margaret Paul"
93997,"Margaret D. Robb"
93998,"G. Archer"
93999,"Leonard Roy Frank"
94000,"Janine Levy"
94001,"Lundy Bancroft"
94002,"Timothy Halliman"
94003,"Poul Andeson"
94004,"NORMAN COUSINS"
94005,"Dick Weissman"
